generator_id,a_i,b_i,pmin,pmax
2051,16.46,0.02696,21.11,157.01999999999998
2052,17.12,0.01818,23.19,86.89
2053,9.14,0.02825,36.01,116.57999999999998
2054,28.64,0.01709,40.28,94.95
2055,26.25,0.01726,39.98,166.97
2056,21.73,0.00799,30.39,93.07
2057,16.56,0.02507,42.43,162.84
2058,15.29,0.01117,27.48,217.42
2059,21.27,0.02749,14.96,172.92000000000002
2060,18.64,0.02777,32.58,94.19
2061,6.56,0.02858,48.09,131.72
2062,17.81,0.01801,41.72,192.77
2063,25.16,0.02193,33.15,217.36
2064,16.48,0.02446,35.87,90.81
2065,6.3,0.00828,47.22,219.09
2066,24.66,0.02002,27.13,161.4
2067,10.03,0.00586,23.26,155.17
2068,11.47,0.01744,49.09,242.76
2069,9.12,0.00887,44.54,206.69
2070,13.26,0.00957,22.92,200.44
2071,23.92,0.01413,28.55,131.65
2072,17.98,0.01581,26.6,159.75
2073,10.12,0.02058,15.96,158.27
2074,26.95,0.00686,48.31,146.55
2075,26.99,0.01759,26.17,161.70999999999998
2076,26.76,0.00957,45.01,130.51
2077,10.97,0.01935,17.57,89.08000000000001
2078,16.28,0.02094,31.91,138.01
2079,29.62,0.01892,10.96,171.85
2080,24.3,0.02346,40.57,228.0
2081,5.68,0.01339,33.24,151.9
2082,6.63,0.02413,35.02,181.44
2083,16.6,0.01582,12.07,77.53
2084,27.73,0.0171,18.44,204.10999999999999
2085,18.47,0.0212,12.97,148.26
2086,17.45,0.00546,21.56,188.61
2087,7.64,0.02135,35.1,204.26999999999998
2088,21.42,0.02046,32.65,121.12
2089,25.55,0.01275,34.49,163.87
2090,14.51,0.00714,31.97,226.04
2091,24.39,0.00727,20.92,84.37
2092,29.11,0.02808,19.78,172.24
2093,10.09,0.02223,15.48,209.82
2094,18.08,0.00818,43.96,139.05
2095,12.18,0.01392,34.66,213.88
2096,24.82,0.01981,17.46,207.51000000000002
2097,19.44,0.02589,17.09,179.15
2098,20.86,0.00609,44.92,129.62
2099,24.95,0.01092,39.71,139.81
2100,14.9,0.02724,36.38,91.75
2101,27.88,0.00523,26.27,200.99
2102,18.33,0.01003,20.48,197.92
2103,8.95,0.02898,49.18,194.09
2104,22.4,0.02034,41.89,144.76999999999998
2105,24.83,0.01154,22.07,83.59
2106,12.92,0.00667,43.9,206.86
2107,26.43,0.0057,40.36,199.33999999999997
2108,27.65,0.01112,21.88,208.76999999999998
2109,11.92,0.02704,27.06,186.64000000000001
2110,29.59,0.0154,17.44,191.74
2111,8.52,0.02301,14.44,176.32999999999998
2112,10.05,0.02796,38.91,183.51
2113,9.61,0.0152,20.7,134.74
2114,27.35,0.00978,42.8,228.12
2115,21.36,0.01793,49.82,197.47
2116,8.8,0.0277,13.06,122.81
2117,16.01,0.02511,28.92,91.44
2118,20.38,0.00665,42.08,135.69
2119,7.09,0.02231,41.56,173.12
2120,27.06,0.0193,40.4,131.75
2121,25.09,0.02769,23.96,107.15
2122,17.63,0.00806,28.15,157.26000000000002
2123,29.18,0.01835,33.8,109.27
2124,15.44,0.02699,48.96,219.02
2125,29.6,0.01525,23.1,145.76
2126,21.7,0.01705,46.93,183.01000000000002
2127,20.87,0.00676,20.77,92.88
2128,9.15,0.01195,49.56,148.25
2129,27.05,0.01311,36.81,148.32
2130,15.69,0.02863,28.54,199.76999999999998
2131,9.06,0.01207,34.54,200.06
2132,5.32,0.01652,20.9,104.35
2133,18.99,0.02178,20.97,163.4
2134,18.18,0.00905,14.54,101.06
2135,22.98,0.01716,14.56,212.8
2136,27.26,0.02346,23.91,216.73
2137,6.99,0.02667,40.51,175.0
2138,23.29,0.02066,34.32,189.16
2139,9.69,0.02173,14.1,184.31
2140,26.45,0.00816,44.09,202.24
2141,25.48,0.02864,34.05,189.01999999999998
2142,18.52,0.00831,48.43,242.21
2143,22.76,0.02437,36.81,176.28
2144,12.86,0.01162,17.01,162.45999999999998
2145,16.78,0.02834,28.95,206.33999999999997
2146,25.54,0.023,35.94,186.42
2147,16.48,0.02385,11.13,171.07
2148,13.94,0.01048,10.6,95.72999999999999
2149,17.36,0.01608,15.18,120.87
2150,25.71,0.02045,20.07,92.16999999999999
2151,13.38,0.02425,27.18,153.04
2152,9.34,0.0076,29.5,147.86
2153,22.8,0.02906,15.52,215.09
2154,25.65,0.02726,36.94,178.62
2155,7.52,0.01176,33.85,201.82
2156,11.0,0.02557,21.78,121.88
2157,8.55,0.01796,10.55,185.28
2158,13.7,0.01655,13.11,155.37
2159,16.26,0.01286,25.67,180.22000000000003
2160,23.72,0.01952,16.16,110.32
2161,21.28,0.02325,25.07,157.37
2162,20.52,0.01527,35.13,180.24
2163,13.81,0.02073,31.89,170.25
2164,26.04,0.02248,19.25,206.53
2165,16.78,0.02278,23.75,208.49
2166,29.48,0.0063,34.56,230.21
2167,20.85,0.02649,44.43,194.54000000000002
2168,8.16,0.01646,40.13,235.92
2169,21.9,0.01156,32.14,207.01
2170,13.13,0.01104,24.49,115.11
2171,22.16,0.01708,24.6,138.72
2172,6.74,0.02717,45.18,130.94
2173,9.37,0.01446,11.57,62.2
2174,26.39,0.02374,49.52,127.72999999999999
2175,10.68,0.00742,36.58,87.19
2176,25.93,0.0169,37.25,195.23
2177,11.98,0.02979,11.52,125.35
2178,21.07,0.02426,34.22,131.11
2179,22.35,0.01026,29.39,193.64999999999998
2180,17.82,0.01754,14.23,189.1
2181,12.63,0.01084,21.12,217.41
2182,10.32,0.01524,45.61,191.91000000000003
2183,5.83,0.0245,32.0,151.23000000000002
2184,12.6,0.02428,26.54,122.33000000000001
2185,21.33,0.0107,12.91,96.25999999999999
2186,28.46,0.02806,38.56,120.5
2187,26.78,0.01981,38.11,149.49
2188,24.15,0.0145,34.56,233.33
2189,24.71,0.01755,30.41,80.54
2190,21.62,0.02013,27.35,106.93
2191,11.51,0.019,33.73,111.99000000000001
2192,27.68,0.01716,19.34,176.91
2193,21.77,0.01762,47.65,150.52
2194,19.01,0.00941,33.55,152.14
2195,7.77,0.02532,22.45,94.74000000000001
2196,16.18,0.01854,27.99,138.74
2197,16.51,0.00828,42.23,107.71000000000001
2198,26.61,0.02415,16.46,146.42000000000002
2199,18.67,0.02831,21.71,86.4
2200,14.51,0.02868,37.18,205.76000000000002
2201,29.42,0.01423,22.62,157.61
2202,7.77,0.00839,41.7,200.3
2203,15.56,0.01796,15.22,128.0
2204,6.05,0.00782,40.51,147.73
2205,23.5,0.02835,12.73,77.46000000000001
2206,27.95,0.00959,10.5,139.08
2207,12.0,0.01132,45.93,173.11
2208,26.46,0.01517,33.25,153.47
2209,12.31,0.01458,24.07,185.15
2210,27.77,0.02487,19.3,194.18
2211,23.85,0.01641,34.68,197.3
2212,25.12,0.00927,30.36,101.94
2213,5.45,0.01168,49.66,192.97
2214,29.07,0.01773,49.33,111.38
2215,23.17,0.00869,35.4,189.59
2216,12.62,0.02029,27.71,134.99
2217,25.73,0.01914,29.65,99.52000000000001
2218,12.04,0.02287,37.3,216.61
2219,26.82,0.02844,14.06,156.16
2220,7.81,0.02781,23.13,126.33999999999999
2221,22.59,0.02865,13.01,67.62
2222,18.52,0.01112,12.93,143.53
2223,7.41,0.00829,17.83,206.31
2224,11.05,0.01256,29.41,168.87
2225,5.31,0.02738,41.39,237.14
2226,16.72,0.0293,29.42,99.89
2227,12.53,0.02648,23.42,158.67000000000002
2228,19.96,0.00775,13.29,183.01
2229,12.43,0.02869,32.01,160.84
2230,12.5,0.01558,20.85,84.50999999999999
2231,23.58,0.00523,34.6,172.03
2232,6.2,0.01606,49.09,190.85
2233,27.57,0.00615,14.45,173.76
2234,26.31,0.0186,18.49,182.67000000000002
2235,21.7,0.01346,28.92,194.54000000000002
2236,19.83,0.01684,48.74,198.26000000000002
2237,27.31,0.02033,40.87,123.24000000000001
2238,9.63,0.02672,45.93,156.57
2239,6.97,0.02155,23.35,189.76999999999998
2240,10.99,0.01585,49.68,242.69
2241,24.86,0.02549,14.11,75.95
2242,5.87,0.02764,12.12,142.45000000000002
2243,19.57,0.00799,44.22,141.1
2244,29.89,0.0183,47.09,130.9
2245,26.39,0.01211,13.62,139.49
2246,18.04,0.00618,14.54,155.45
2247,6.59,0.02171,11.33,62.8
2248,25.78,0.02657,14.18,181.21
2249,19.97,0.00907,18.38,191.35999999999999
2250,7.87,0.02531,48.8,243.63
2251,7.35,0.02633,36.71,113.81
2252,27.74,0.02786,41.14,180.32
2253,21.73,0.01163,41.05,155.04
2254,25.73,0.0276,31.4,131.62
2255,26.97,0.01302,41.9,176.75
2256,19.29,0.01881,33.83,201.19
2257,17.94,0.00626,22.58,76.03999999999999
2258,15.76,0.0061,32.44,227.85
2259,12.92,0.02301,31.34,202.82
2260,15.86,0.01611,42.94,205.60999999999999
2261,24.35,0.01141,49.27,213.33
2262,20.05,0.00976,26.44,134.8
2263,27.31,0.02175,40.54,203.28
2264,16.08,0.00501,13.99,122.00999999999999
2265,20.18,0.02515,41.07,225.88
2266,20.78,0.00698,24.86,101.44
2267,19.79,0.00979,11.58,105.42999999999999
2268,22.57,0.01466,24.53,157.23
2269,10.94,0.01712,34.43,132.31
2270,17.81,0.01387,14.77,128.41
2271,7.61,0.01302,46.96,170.82
2272,14.61,0.0291,13.11,191.56
2273,17.19,0.02104,47.2,175.68
2274,21.31,0.00559,38.29,142.66
2275,28.76,0.01575,23.19,110.35
2276,20.02,0.02688,25.63,136.93
2277,23.59,0.01254,39.63,166.99
2278,17.66,0.00736,34.06,195.98
2279,20.85,0.02396,36.87,105.03
2280,6.77,0.02015,25.57,108.81
2281,11.36,0.01926,29.51,136.46
2282,14.05,0.00634,49.59,153.65
2283,16.81,0.00851,18.56,127.32000000000001
2284,6.14,0.02056,26.71,195.74
2285,8.5,0.0102,21.67,120.29
2286,11.92,0.0176,40.6,165.88
2287,29.29,0.01862,40.56,184.15
2288,13.28,0.01209,21.7,106.53
2289,17.05,0.02871,13.26,171.06
2290,9.9,0.02606,10.46,142.53
2291,20.27,0.02306,27.1,144.12
2292,12.02,0.00695,26.41,197.88
2293,10.17,0.00765,49.54,136.06
2294,17.91,0.01732,28.79,211.26999999999998
2295,5.14,0.00902,20.26,154.42
2296,5.19,0.02946,45.65,187.03
2297,10.48,0.00896,29.64,210.89999999999998
2298,5.92,0.01719,33.97,206.60999999999999
2299,7.7,0.0141,13.83,154.06
2300,13.47,0.02098,25.32,188.29999999999998
2301,25.06,0.00823,47.77,162.77
2302,19.3,0.01576,33.58,165.69
2303,17.82,0.01187,23.78,83.09
2304,12.34,0.02719,35.03,98.50999999999999
2305,28.29,0.00601,46.42,220.82999999999998
2306,14.93,0.02784,20.96,79.91
2307,7.18,0.02582,30.2,105.61
2308,20.43,0.01244,48.35,217.72
2309,7.85,0.02473,16.9,67.07
2310,13.63,0.00578,38.79,131.15
2311,17.69,0.02917,34.58,172.19
2312,26.86,0.01816,37.19,176.51
2313,17.34,0.01258,24.05,190.62
2314,22.56,0.01406,22.56,148.45
2315,29.82,0.00666,37.37,163.78
2316,8.29,0.02973,18.62,177.42000000000002
2317,11.87,0.00598,26.79,151.58
2318,14.86,0.02137,17.53,158.8
2319,15.55,0.01607,10.33,195.0
2320,15.28,0.02872,48.8,159.01999999999998
2321,27.69,0.01115,27.27,135.04
2322,22.85,0.0183,48.77,99.30000000000001
2323,20.2,0.01706,15.61,157.62
2324,12.73,0.02257,33.49,87.96000000000001
2325,25.59,0.0067,18.04,143.66
2326,28.88,0.00984,41.6,212.23999999999998
2327,25.53,0.01036,41.35,173.84
2328,5.04,0.02345,14.5,104.95
2329,20.91,0.00973,46.48,214.41
2330,6.28,0.01934,17.79,108.25
2331,11.44,0.01038,34.52,194.47
2332,6.49,0.02654,49.43,190.97
2333,20.09,0.02855,45.3,120.8
2334,22.16,0.01796,48.26,234.03
2335,7.86,0.01381,23.7,103.8
2336,14.6,0.01085,14.22,212.66
2337,16.41,0.00624,17.53,68.63
2338,14.23,0.01171,30.02,119.53999999999999
2339,8.03,0.02136,41.73,121.71000000000001
2340,15.47,0.01834,16.01,68.11
2341,23.78,0.0286,36.39,196.25
2342,6.78,0.01491,22.94,176.95
2343,7.0,0.02235,23.65,192.5
2344,13.87,0.01723,36.48,124.97999999999999
2345,28.54,0.01781,28.68,145.33
2346,21.71,0.01169,42.48,191.35
2347,21.97,0.01637,16.24,132.21
2348,14.05,0.01677,41.6,196.2
2349,19.84,0.02267,12.57,157.67
2350,5.25,0.02852,17.76,84.96000000000001
2351,20.9,0.01323,36.25,203.41
2352,27.83,0.00606,44.2,202.3
2353,20.31,0.01741,20.11,168.49
2354,26.84,0.01861,23.09,96.35000000000001
2355,23.1,0.00921,31.48,121.68
2356,8.01,0.02401,18.46,127.44
2357,27.56,0.02962,42.45,134.44
2358,6.66,0.02864,40.95,125.12
2359,18.35,0.00993,15.81,186.61
2360,8.55,0.02688,28.55,174.28
2361,5.29,0.02261,40.99,175.81
2362,15.55,0.01635,23.49,107.38
2363,12.38,0.01852,35.32,223.03
2364,17.15,0.02624,12.01,90.69000000000001
2365,19.43,0.017,34.35,203.59
2366,6.09,0.01433,16.11,211.11
2367,8.08,0.01733,43.22,202.28
2368,18.97,0.01948,24.22,223.15
2369,13.58,0.00973,21.26,168.92
2370,23.23,0.02752,43.64,126.26
2371,21.31,0.02185,12.01,92.58
2372,26.14,0.02083,25.86,124.54
2373,22.31,0.00749,24.8,75.87
2374,15.75,0.0201,21.39,173.64
2375,21.82,0.00802,46.47,136.76999999999998
2376,11.88,0.00697,40.04,212.32
2377,12.66,0.01818,12.56,116.44
2378,24.72,0.01507,38.59,160.57999999999998
2379,16.16,0.01972,31.09,225.94
2380,24.96,0.00723,46.03,132.36
2381,25.56,0.01577,22.52,180.71
2382,26.44,0.00937,32.97,196.24
2383,27.92,0.02968,30.03,113.18
2384,15.77,0.01903,29.58,154.73000000000002
2385,12.97,0.02219,28.24,130.77
2386,19.55,0.01314,18.23,184.01999999999998
2387,14.28,0.00737,40.23,183.6
2388,20.03,0.0294,28.05,149.45000000000002
2389,22.64,0.01216,48.34,215.24
2390,22.21,0.0156,20.43,105.69999999999999
2391,14.36,0.02125,37.31,200.35
2392,9.17,0.00562,47.63,227.44
2393,15.76,0.02526,36.54,218.32999999999998
2394,8.56,0.01841,44.85,212.4
2395,27.25,0.01196,43.1,154.3
2396,13.65,0.00654,24.4,221.67000000000002
2397,8.86,0.00906,34.0,140.94
2398,5.64,0.02738,16.25,162.04
2399,21.15,0.02215,31.42,105.58
2400,20.92,0.01125,19.22,216.29
2401,13.52,0.00664,39.75,195.35
2402,6.79,0.02227,31.12,194.13
2403,15.24,0.01931,26.45,86.32
2404,12.78,0.01511,20.75,185.26
2405,21.93,0.01409,49.95,216.16000000000003
2406,20.14,0.01042,12.87,163.64000000000001
2407,14.11,0.02174,11.74,105.53
2408,10.45,0.02927,18.69,142.14000000000001
2409,29.7,0.00939,48.84,115.41
2410,16.35,0.01993,49.17,169.91
2411,22.21,0.0156,36.2,122.77
2412,8.51,0.01617,45.2,147.56
2413,17.14,0.01135,18.56,92.95
2414,5.69,0.02563,48.88,133.39000000000001
2415,17.64,0.01713,15.71,77.2
2416,29.1,0.01859,14.05,202.04000000000002
2417,14.61,0.01262,14.49,144.05
2418,5.97,0.00955,32.93,142.44
2419,5.77,0.00715,41.24,171.49
2420,14.7,0.02285,24.67,168.91000000000003
2421,9.0,0.00991,49.12,237.4
2422,5.58,0.02225,27.38,104.17999999999999
2423,23.91,0.01476,16.02,110.35
2424,16.46,0.01539,28.64,225.01
2425,12.23,0.01673,37.16,142.84
2426,27.5,0.01419,43.29,96.67
2427,7.9,0.00752,28.35,100.5
2428,28.9,0.01274,33.74,87.69
2429,12.85,0.02159,20.69,219.18
2430,27.21,0.02164,35.84,127.67
2431,20.07,0.01216,49.44,237.97
2432,25.67,0.0165,11.96,211.34
2433,29.6,0.00984,45.46,185.44
2434,12.21,0.01026,32.49,87.47
2435,29.03,0.00558,20.08,82.32
2436,14.74,0.02742,48.2,170.44
2437,14.64,0.01027,29.33,140.26
2438,13.51,0.01069,23.27,164.20000000000002
2439,18.54,0.01199,17.26,133.09
2440,8.85,0.00819,19.78,209.89000000000001
2441,18.84,0.02098,43.31,173.52
2442,18.54,0.00688,34.58,188.64
2443,24.05,0.00836,46.53,231.0
2444,25.84,0.02112,19.28,91.31
2445,16.01,0.01349,14.85,99.30999999999999
2446,12.56,0.0227,10.24,76.33999999999999
2447,11.48,0.01894,30.31,101.26
2448,9.87,0.0114,49.93,176.82
2449,6.44,0.02127,37.8,135.98000000000002
2450,13.56,0.00791,22.34,135.82
2451,11.76,0.01841,45.07,242.44
2452,29.16,0.01593,41.27,114.78
2453,18.94,0.0117,10.62,141.74
2454,13.68,0.0201,42.67,107.5
2455,19.51,0.02678,22.02,119.78999999999999
2456,8.48,0.02997,15.99,145.12
2457,16.1,0.02019,19.05,211.04000000000002
2458,20.66,0.01512,28.74,137.42000000000002
2459,17.22,0.01063,26.99,86.73
2460,15.04,0.01143,21.56,129.78
2461,29.85,0.01699,16.89,88.75
2462,27.01,0.01418,40.49,124.99000000000001
2463,20.59,0.02785,49.6,192.31
2464,19.23,0.01421,41.11,101.22
2465,20.52,0.01434,21.84,141.54999999999998
2466,10.03,0.01459,19.79,161.20999999999998
2467,14.88,0.02592,18.71,131.99
2468,5.99,0.02127,15.47,68.34
2469,16.89,0.02035,32.05,229.88
2470,18.58,0.01335,34.22,139.29
2471,10.69,0.02545,38.22,205.01
2472,29.1,0.00596,37.21,136.06
2473,27.74,0.02677,21.69,142.94
2474,23.05,0.01782,23.21,131.48
2475,18.33,0.01496,37.26,138.64
2476,26.75,0.01743,23.98,77.26
2477,8.27,0.02169,18.5,122.5
2478,24.76,0.00532,24.97,208.39
2479,8.12,0.02679,20.88,174.44
2480,24.86,0.01617,13.53,85.34
2481,11.89,0.01357,43.21,181.88
2482,26.93,0.00846,44.12,227.95000000000002
2483,28.6,0.01599,18.79,173.79999999999998
2484,8.72,0.01741,12.59,84.89
2485,16.57,0.01509,39.55,219.71999999999997
2486,29.52,0.02197,18.46,113.69
2487,17.09,0.01552,25.74,143.85
2488,26.59,0.02904,12.57,141.48999999999998
2489,19.72,0.01998,19.05,196.63000000000002
2490,14.38,0.02519,41.72,231.46
2491,12.14,0.00773,42.18,231.63
2492,10.08,0.01493,18.28,69.47
2493,24.04,0.01342,23.44,211.72
2494,14.66,0.01924,15.37,73.53
2495,17.78,0.02653,12.97,102.84
2496,17.31,0.00696,49.69,176.94
2497,19.43,0.00681,36.22,158.20999999999998
2498,26.64,0.02626,31.68,172.39000000000001
2499,29.52,0.01032,40.62,162.54
2500,15.19,0.02172,43.6,233.76
2501,25.69,0.01857,42.27,128.35
2502,24.11,0.02582,10.66,101.75999999999999
2503,19.34,0.00813,17.47,205.58
2504,28.9,0.00824,36.2,97.71000000000001
2505,10.01,0.01892,25.03,166.46
2506,7.73,0.02866,49.3,201.56
2507,26.35,0.01537,36.62,162.45
2508,15.98,0.01317,48.26,202.39
2509,26.17,0.02017,18.06,93.97
2510,27.33,0.02826,44.56,222.45
2511,6.56,0.02592,22.85,93.85
2512,27.09,0.02989,49.58,159.7
2513,16.21,0.00556,16.31,77.6
2514,17.76,0.00782,30.65,162.43
2515,20.66,0.02024,41.71,192.17000000000002
2516,28.16,0.02551,27.31,218.49
2517,5.48,0.01213,28.72,189.62
2518,16.92,0.01098,49.45,180.62
2519,22.19,0.02467,27.01,216.89999999999998
2520,23.07,0.00641,34.16,155.93
2521,22.31,0.01423,12.18,146.36
2522,8.36,0.01765,43.69,183.1
2523,12.48,0.01901,35.93,147.43
2524,13.97,0.02322,26.16,201.93
2525,25.11,0.01387,10.65,88.43
2526,11.97,0.02032,33.67,166.89999999999998
2527,10.27,0.01963,10.51,168.84
2528,28.94,0.01869,10.05,195.65
2529,5.22,0.02101,34.64,217.23000000000002
2530,29.95,0.01149,17.56,143.87
2531,21.92,0.00712,17.68,164.15
2532,25.71,0.00798,36.13,145.27
2533,12.37,0.01061,12.15,132.38
2534,5.36,0.0175,22.54,208.48
2535,23.45,0.02601,15.98,205.59
2536,25.85,0.02253,33.21,217.52
2537,23.51,0.02473,36.47,107.23
2538,8.57,0.01377,38.85,216.35999999999999
2539,23.84,0.01512,20.21,212.46
2540,24.22,0.01484,13.57,117.75999999999999
2541,21.46,0.0098,13.15,140.95
2542,24.15,0.00653,27.05,193.91000000000003
2543,26.15,0.01977,47.83,182.14
2544,20.34,0.02973,18.71,217.73000000000002
2545,7.22,0.00917,20.27,138.63
2546,17.19,0.00617,14.04,171.13
2547,6.94,0.02449,34.22,203.10999999999999
2548,15.19,0.01131,37.19,161.31
2549,15.18,0.02574,35.72,214.27
2550,6.65,0.0226,44.45,176.37
2551,13.72,0.02864,29.46,141.21
2552,7.77,0.01522,15.38,81.55
2553,25.21,0.02155,21.58,130.59
2554,28.69,0.01662,36.5,196.59
2555,6.81,0.02076,34.52,222.71
2556,28.88,0.01624,31.24,118.99
2557,18.06,0.00972,37.32,140.61
2558,12.49,0.0177,35.5,108.59
2559,6.92,0.01821,45.25,198.86
2560,17.52,0.02527,33.44,227.47
2561,24.86,0.02339,41.14,187.27999999999997
2562,22.68,0.02159,19.95,162.51
2563,6.26,0.00783,37.13,170.15
2564,6.82,0.02302,46.09,109.36000000000001
2565,15.07,0.01751,25.43,184.86
2566,12.38,0.02735,41.16,181.47
2567,10.81,0.028,38.99,188.21
2568,12.03,0.00638,12.38,197.2
2569,25.09,0.02552,33.26,200.85
2570,28.23,0.00594,15.21,182.35
2571,15.13,0.01418,48.69,237.77
2572,27.65,0.01856,42.46,240.95000000000002
2573,13.04,0.0087,14.39,151.57999999999998
2574,16.91,0.02366,14.87,81.2
2575,10.65,0.00521,33.78,152.65
2576,21.01,0.00921,23.8,191.94
2577,29.47,0.01952,11.4,65.56
2578,20.09,0.02286,31.67,90.2
2579,13.95,0.02792,25.51,85.58
2580,21.2,0.02264,14.04,173.7
2581,8.07,0.02179,42.08,167.25
2582,27.22,0.01486,46.6,151.93
2583,17.58,0.00503,40.26,106.1
2584,16.23,0.008,42.9,202.74
2585,19.65,0.01836,18.66,116.81
2586,20.62,0.02188,20.54,110.34
2587,6.79,0.01544,18.34,166.19
2588,22.07,0.02327,40.6,174.45
2589,11.05,0.01805,47.92,152.28
2590,22.85,0.00685,38.67,184.89
2591,25.56,0.0098,45.26,135.94
2592,25.1,0.026,35.55,204.76999999999998
2593,18.81,0.02312,25.51,109.91000000000001
2594,18.0,0.02737,27.03,100.86
2595,8.57,0.00794,13.01,180.38
2596,24.38,0.02976,11.26,167.44
2597,11.79,0.01024,37.82,115.22
2598,17.42,0.00529,27.54,94.97999999999999
2599,12.11,0.02994,32.09,207.85
2600,8.35,0.01203,32.31,198.8
2601,20.74,0.0217,21.1,120.19
2602,6.36,0.00942,29.04,177.76999999999998
2603,23.72,0.01951,28.83,97.45
2604,12.94,0.0276,25.54,151.6
2605,5.0,0.013,42.83,95.64
2606,17.78,0.02176,28.05,136.79
2607,6.17,0.0097,34.15,95.38
2608,11.9,0.02062,45.82,167.09
2609,22.67,0.01341,44.65,157.9
2610,6.57,0.01028,45.62,162.28
2611,25.98,0.01283,20.8,77.6
2612,5.1,0.00947,11.4,115.64
2613,11.17,0.02755,20.44,183.91
2614,23.52,0.01493,21.15,126.49000000000001
2615,12.91,0.01113,46.37,203.65
2616,7.55,0.01621,35.97,141.39
2617,14.01,0.01301,13.27,126.75999999999999
2618,11.76,0.02361,15.42,150.0
2619,26.07,0.02928,16.23,208.82999999999998
2620,12.83,0.01595,35.22,101.55
2621,24.72,0.02653,39.42,94.36
2622,27.3,0.01915,44.39,185.57999999999998
2623,15.85,0.00893,47.63,239.99
2624,27.75,0.02227,18.07,216.53
2625,14.43,0.01784,22.39,145.01
2626,29.1,0.02127,19.61,139.82
2627,7.23,0.02724,24.35,171.09
2628,22.18,0.01601,46.59,179.94
2629,17.35,0.02753,33.0,178.11
2630,14.69,0.02377,39.53,220.63
2631,20.82,0.01722,29.6,191.54999999999998
2632,22.6,0.02008,11.15,135.68
2633,5.11,0.01314,12.57,131.85
2634,9.17,0.02959,31.52,177.46
2635,22.83,0.02168,38.75,157.11
2636,21.66,0.0061,18.61,137.28
2637,29.15,0.01317,38.88,91.33000000000001
2638,24.03,0.02058,42.43,118.53999999999999
2639,28.77,0.00641,26.48,149.76
2640,22.56,0.0056,39.86,213.26
2641,12.45,0.01625,26.16,117.97
2642,7.63,0.01332,37.13,165.53
2643,24.55,0.01596,40.56,142.3
2644,21.1,0.01157,49.68,115.4
2645,6.2,0.00912,23.82,217.56
2646,14.0,0.02223,26.44,204.64
2647,28.92,0.01786,16.62,78.39
2648,17.51,0.01,18.16,176.13
2649,15.82,0.01299,37.74,139.88
2650,16.44,0.0198,46.68,245.91
2651,10.22,0.00681,25.78,121.14
2652,14.22,0.00869,17.19,103.0
2653,14.25,0.00683,21.4,156.58
2654,6.31,0.02531,28.2,203.47
2655,24.19,0.02381,21.63,100.50999999999999
2656,15.41,0.02383,19.34,175.75
2657,25.55,0.02291,39.44,98.65
2658,26.26,0.02173,10.31,198.15
2659,10.3,0.01692,31.57,93.72999999999999
2660,21.43,0.02106,41.75,228.88
2661,16.81,0.00596,20.65,144.27
2662,27.0,0.02054,34.13,151.34
2663,10.39,0.02445,36.76,232.76
2664,21.95,0.01751,36.2,234.76
2665,20.19,0.01394,27.83,175.36
2666,12.38,0.01194,23.86,92.92999999999999
2667,8.42,0.02107,43.44,169.37
2668,21.29,0.02232,40.34,169.71
2669,23.46,0.02677,22.85,150.02
2670,12.89,0.01356,14.12,149.54
2671,21.12,0.02424,12.87,65.68
2672,14.88,0.01903,13.77,170.45000000000002
2673,22.83,0.02707,33.31,190.17000000000002
2674,9.98,0.0182,12.07,79.38999999999999
2675,27.26,0.01794,23.48,159.01999999999998
2676,12.19,0.01945,40.13,175.38
2677,14.19,0.02373,21.77,174.14000000000001
2678,6.45,0.02912,40.53,103.34
2679,7.79,0.00684,39.82,183.79999999999998
2680,17.9,0.00634,19.83,111.94
2681,11.69,0.02844,39.15,165.2
2682,25.89,0.01825,39.91,205.91
2683,5.37,0.02037,25.9,181.75
2684,14.48,0.01706,18.42,86.26
2685,13.43,0.00734,30.85,169.53
2686,5.48,0.0242,46.86,242.23000000000002
2687,8.11,0.02368,35.58,109.1
2688,15.34,0.01279,16.92,194.86
2689,17.32,0.01266,37.31,192.69
2690,15.11,0.02595,27.09,193.19
2691,18.27,0.00681,33.66,125.95
2692,19.88,0.02703,39.36,132.54000000000002
2693,5.25,0.01142,30.6,216.5
2694,16.6,0.01982,42.56,146.53
2695,29.09,0.0284,38.89,98.34
2696,17.98,0.02195,34.6,174.69
2697,21.94,0.01536,16.03,84.75
2698,12.8,0.02224,43.44,212.93
2699,24.35,0.0136,47.44,193.7
2700,24.32,0.01193,15.48,196.69
2701,18.03,0.02992,29.53,197.26
2702,29.4,0.02377,20.36,87.17999999999999
2703,8.14,0.02112,40.18,147.34
2704,5.42,0.01388,38.87,205.05
2705,24.25,0.00623,15.64,128.24
2706,25.18,0.00578,45.08,240.93
2707,8.01,0.01885,17.24,177.60000000000002
2708,11.64,0.02405,41.89,94.21000000000001
2709,5.44,0.01843,28.28,210.28
2710,12.33,0.02602,23.13,88.25
2711,24.33,0.00584,16.33,87.41
2712,17.95,0.01417,16.7,176.86999999999998
2713,13.7,0.01093,36.48,216.23
2714,14.29,0.01618,32.02,162.47
2715,5.03,0.00681,14.88,108.24
2716,12.5,0.02885,14.51,117.21000000000001
2717,21.16,0.01058,12.89,114.32000000000001
2718,29.35,0.02806,39.75,138.75
2719,26.18,0.01565,38.48,124.91999999999999
2720,5.59,0.02964,12.34,153.67000000000002
